id,bin
NODE_5280_length_1427_cov_2.369534,contigs.fasta_bin_62K
NODE_5281_length_1427_cov_2.139942,contigs.fasta_bin_60E
NODE_5282_length_1427_cov_1.520408,contigs.fasta_bin_68O
NODE_5283_length_1426_cov_3.448578,contigs.fasta_bin_43C
NODE_5284_length_1426_cov_2.474106,contigs.fasta_bin_60E
NODE_5285_length_1426_cov_2.074398,contigs.fasta_bin_20
NODE_5286_length_1425_cov_3.225547,contigs.fasta_bin_56Q
NODE_5287_length_1425_cov_2.957664,contigs.fasta_bin_43C
NODE_5288_length_1425_cov_2.480292,contigs.fasta_bin_54J
NODE_5289_length_1425_cov_1.835036,contigs.fasta_bin_54J
NODE_5290_length_1425_cov_1.418978,contigs.fasta_bin_43C
NODE_5291_length_1425_cov_1.270803,contigs.fasta_bin_62K
NODE_5293_length_1424_cov_2.934259,contigs.fasta_bin_24D
NODE_5294_length_1424_cov_1.807159,contigs.fasta_bin_62K
NODE_5295_length_1423_cov_2.893275,contigs.fasta_bin_68O
NODE_5296_length_1423_cov_2.581871,contigs.fasta_bin_20
NODE_5297_length_1423_cov_1.398392,contigs.fasta_bin_60E
NODE_5298_length_1422_cov_3.453548,contigs.fasta_bin_62K
NODE_5299_length_1422_cov_3.381127,contigs.fasta_bin_62K
NODE_5300_length_1422_cov_3.121434,contigs.fasta_bin_54J
NODE_5301_length_1422_cov_2.649598,contigs.fasta_bin_62K
NODE_5302_length_1422_cov_2.624726,contigs.fasta_bin_57D
NODE_5303_length_1422_cov_2.577908,contigs.fasta_bin_24D
NODE_5304_length_1422_cov_2.514265,contigs.fasta_bin_24D
NODE_5305_length_1422_cov_2.434528,contigs.fasta_bin_68O
NODE_5306_length_1422_cov_1.790783,contigs.fasta_bin_57D
NODE_5307_length_1421_cov_3.489751,contigs.fasta_bin_43C
NODE_5308_length_1421_cov_2.456808,contigs.fasta_bin_60E
NODE_5309_length_1421_cov_1.817716,contigs.fasta_bin_60E
NODE_5310_length_1420_cov_696.172161,contigs.fasta_bin_26D
NODE_5311_length_1420_cov_3.483516,contigs.fasta_bin_62K
NODE_5312_length_1420_cov_2.626374,contigs.fasta_bin_60E
NODE_5313_length_1420_cov_2.432967,contigs.fasta_bin_56Q
NODE_5314_length_1420_cov_2.383883,contigs.fasta_bin_62K
NODE_5315_length_1420_cov_1.279121,contigs.fasta_bin_29C
NODE_5316_length_1419_cov_6.733871,contigs.fasta_bin_50B
NODE_5317_length_1419_cov_3.623900,contigs.fasta_bin_60E
NODE_5318_length_1419_cov_1.599707,contigs.fasta_bin_43C
NODE_5320_length_1418_cov_8.763756,contigs.fasta_bin_38J
NODE_5321_length_1418_cov_5.393250,contigs.fasta_bin_35A
NODE_5322_length_1418_cov_4.656640,contigs.fasta_bin_35A
NODE_5323_length_1418_cov_3.544387,contigs.fasta_bin_43C
NODE_5324_length_1418_cov_2.749817,contigs.fasta_bin_56Q
NODE_5325_length_1418_cov_2.638298,contigs.fasta_bin_56Q
NODE_5326_length_1418_cov_2.471020,contigs.fasta_bin_54J
NODE_5327_length_1418_cov_1.611886,contigs.fasta_bin_54J
NODE_5328_length_1418_cov_1.584006,contigs.fasta_bin_60E
NODE_5330_length_1417_cov_3.936123,contigs.fasta_bin_57D
NODE_5331_length_1417_cov_2.146109,contigs.fasta_bin_43C
NODE_5332_length_1417_cov_2.072687,contigs.fasta_bin_54J
NODE_5333_length_1416_cov_4.496694,contigs.fasta_bin_45D
NODE_5334_length_1416_cov_3.160911,contigs.fasta_bin_43C
NODE_5335_length_1416_cov_2.905952,contigs.fasta_bin_57D
NODE_5336_length_1416_cov_1.408523,contigs.fasta_bin_62K
NODE_5337_length_1416_cov_1.259368,contigs.fasta_bin_60E
NODE_5338_length_1415_cov_37.198529,contigs.fasta_bin_16D
NODE_5339_length_1414_cov_7.392936,contigs.fasta_bin_41D
NODE_5340_length_1414_cov_4.269316,contigs.fasta_bin_60E
NODE_5341_length_1413_cov_416.466863,contigs.fasta_bin_26D
NODE_5342_length_1413_cov_6.994109,contigs.fasta_bin_48F
NODE_5343_length_1413_cov_2.869661,contigs.fasta_bin_53F
NODE_5344_length_1413_cov_1.660530,contigs.fasta_bin_60E
NODE_5345_length_1412_cov_318.106853,contigs.fasta_bin_26D
NODE_5346_length_1412_cov_2.414886,contigs.fasta_bin_60E
NODE_5347_length_1412_cov_2.135593,contigs.fasta_bin_60E
NODE_5349_length_1411_cov_196.851032,contigs.fasta_bin_22B
NODE_5350_length_1411_cov_2.436578,contigs.fasta_bin_68O
NODE_5351_length_1411_cov_1.257375,contigs.fasta_bin_36L
NODE_5352_length_1410_cov_3.474539,contigs.fasta_bin_42I
NODE_5353_length_1410_cov_3.090037,contigs.fasta_bin_54J
NODE_5354_length_1410_cov_2.948339,contigs.fasta_bin_43C
NODE_5355_length_1410_cov_2.749077,contigs.fasta_bin_57D
NODE_5356_length_1410_cov_2.200738,contigs.fasta_bin_57D
NODE_5357_length_1410_cov_2.050185,contigs.fasta_bin_45D
NODE_5358_length_1409_cov_3.050222,contigs.fasta_bin_57D
NODE_5359_length_1409_cov_2.236337,contigs.fasta_bin_54J
NODE_5361_length_1408_cov_3.725795,contigs.fasta_bin_24D
NODE_5362_length_1408_cov_2.515891,contigs.fasta_bin_43C
NODE_5363_length_1408_cov_1.513673,contigs.fasta_bin_62K
NODE_5364_length_1407_cov_4.954142,contigs.fasta_bin_45D
NODE_5365_length_1407_cov_3.763314,contigs.fasta_bin_57D
NODE_5366_length_1407_cov_3.324704,contigs.fasta_bin_43C
NODE_5367_length_1407_cov_2.412722,contigs.fasta_bin_57D
NODE_5368_length_1406_cov_5.269430,contigs.fasta_bin_45D
NODE_5369_length_1406_cov_2.974093,contigs.fasta_bin_57D
NODE_5370_length_1406_cov_2.082161,contigs.fasta_bin_60E
NODE_5371_length_1405_cov_3.305185,contigs.fasta_bin_57D
NODE_5372_length_1405_cov_2.854815,contigs.fasta_bin_43C
NODE_5373_length_1405_cov_2.511852,contigs.fasta_bin_57D
NODE_5374_length_1405_cov_2.228148,contigs.fasta_bin_20
NODE_5375_length_1404_cov_586.609340,contigs.fasta_bin_26D
NODE_5376_length_1404_cov_4.815419,contigs.fasta_bin_42I
NODE_5377_length_1404_cov_2.433655,contigs.fasta_bin_43C
NODE_5378_length_1404_cov_1.922165,contigs.fasta_bin_54J
NODE_5379_length_1403_cov_3.081602,contigs.fasta_bin_24D
NODE_5380_length_1403_cov_3.071217,contigs.fasta_bin_43C
NODE_5381_length_1403_cov_1.683234,contigs.fasta_bin_62K
NODE_5382_length_1402_cov_3.812918,contigs.fasta_bin_43C
NODE_5383_length_1402_cov_2.667409,contigs.fasta_bin_68O
NODE_5384_length_1402_cov_2.024499,contigs.fasta_bin_62K
NODE_5385_length_1401_cov_219.481426,contigs.fasta_bin_62C
NODE_5386_length_1401_cov_4.001486,contigs.fasta_bin_57D
NODE_5387_length_1401_cov_2.841753,contigs.fasta_bin_43C
NODE_5388_length_1401_cov_2.227340,contigs.fasta_bin_60E
NODE_5389_length_1401_cov_1.934621,contigs.fasta_bin_62K
NODE_5390_length_1400_cov_673.538290,contigs.fasta_bin_26D
NODE_5392_length_1400_cov_22.101115,contigs.fasta_bin_13.1.1.1.1.1
NODE_5393_length_1400_cov_6.571747,contigs.fasta_bin_41D
NODE_5394_length_1400_cov_2.943494,contigs.fasta_bin_57D
NODE_5395_length_1400_cov_1.983643,contigs.fasta_bin_24D
NODE_5396_length_1399_cov_3.877976,contigs.fasta_bin_45D
NODE_5397_length_1399_cov_2.175595,contigs.fasta_bin_1A
NODE_5398_length_1398_cov_3.190618,contigs.fasta_bin_68O
NODE_5399_length_1398_cov_2.501117,contigs.fasta_bin_24D
NODE_5400_length_1398_cov_2.166791,contigs.fasta_bin_62K
NODE_5401_length_1397_cov_3.520864,contigs.fasta_bin_57D
NODE_5402_length_1397_cov_2.575261,contigs.fasta_bin_43C
NODE_5403_length_1396_cov_2.950037,contigs.fasta_bin_54J
NODE_5404_length_1396_cov_2.275913,contigs.fasta_bin_57D
NODE_5405_length_1396_cov_2.043997,contigs.fasta_bin_53F
NODE_5406_length_1396_cov_1.554810,contigs.fasta_bin_53F
NODE_5407_length_1395_cov_4.376866,contigs.fasta_bin_45D
NODE_5408_length_1395_cov_2.383582,contigs.fasta_bin_60E
NODE_5409_length_1395_cov_2.277612,contigs.fasta_bin_43C
NODE_5410_length_1395_cov_2.018657,contigs.fasta_bin_43C
NODE_5411_length_1394_cov_3.152353,contigs.fasta_bin_24D
NODE_5412_length_1394_cov_3.094847,contigs.fasta_bin_68O
NODE_5413_length_1394_cov_1.493652,contigs.fasta_bin_60E
NODE_5414_length_1393_cov_521.914051,contigs.fasta_bin_53F
NODE_5415_length_1393_cov_5.336323,contigs.fasta_bin_50B
NODE_5416_length_1393_cov_3.870703,contigs.fasta_bin_45D
NODE_5417_length_1393_cov_3.162930,contigs.fasta_bin_57D
NODE_5418_length_1393_cov_2.801196,contigs.fasta_bin_43C
NODE_5419_length_1393_cov_2.775785,contigs.fasta_bin_62K
NODE_5420_length_1392_cov_3.120419,contigs.fasta_bin_62K
NODE_5421_length_1392_cov_2.703067,contigs.fasta_bin_54J
NODE_5422_length_1392_cov_2.509349,contigs.fasta_bin_43C
NODE_5423_length_1392_cov_2.465969,contigs.fasta_bin_57D
NODE_5424_length_1392_cov_2.433059,contigs.fasta_bin_68O
NODE_5426_length_1392_cov_2.219147,contigs.fasta_bin_57D
NODE_5427_length_1392_cov_1.860883,contigs.fasta_bin_24D
NODE_5428_length_1391_cov_150.136228,contigs.fasta_bin_17C
NODE_5429_length_1391_cov_4.538174,contigs.fasta_bin_42I
NODE_5430_length_1391_cov_2.497754,contigs.fasta_bin_54J
NODE_5431_length_1391_cov_1.852545,contigs.fasta_bin_68O
NODE_5432_length_1391_cov_1.761228,contigs.fasta_bin_24D
NODE_5433_length_1391_cov_1.729042,contigs.fasta_bin_36L
NODE_5434_length_1390_cov_3.017978,contigs.fasta_bin_20
NODE_5435_length_1390_cov_2.901124,contigs.fasta_bin_57D
NODE_5436_length_1390_cov_1.911610,contigs.fasta_bin_60E
NODE_5437_length_1390_cov_1.721348,contigs.fasta_bin_62K
NODE_5438_length_1390_cov_1.599251,contigs.fasta_bin_60E
NODE_5439_length_1389_cov_12.273613,contigs.fasta_bin_20
NODE_5440_length_1389_cov_3.584708,contigs.fasta_bin_54J
NODE_5441_length_1389_cov_2.735382,contigs.fasta_bin_60E
NODE_5442_length_1389_cov_2.052474,contigs.fasta_bin_40I
NODE_5443_length_1388_cov_3.195799,contigs.fasta_bin_62K
NODE_5444_length_1388_cov_1.936984,contigs.fasta_bin_68O
NODE_5445_length_1388_cov_1.903226,contigs.fasta_bin_43C
NODE_5446_length_1388_cov_1.487622,contigs.fasta_bin_60E
NODE_5447_length_1387_cov_2.446697,contigs.fasta_bin_57D
NODE_5448_length_1387_cov_1.797297,contigs.fasta_bin_24D
NODE_5449_length_1387_cov_1.766517,contigs.fasta_bin_60E
NODE_5450_length_1386_cov_3.109692,contigs.fasta_bin_45D
NODE_5451_length_1386_cov_2.969947,contigs.fasta_bin_68O
NODE_5452_length_1386_cov_2.575507,contigs.fasta_bin_24D
NODE_5453_length_1386_cov_2.105184,contigs.fasta_bin_60E
NODE_5454_length_1386_cov_2.003005,contigs.fasta_bin_43C
NODE_5455_length_1386_cov_1.766341,contigs.fasta_bin_57D
NODE_5456_length_1385_cov_12.706015,contigs.fasta_bin_14B
NODE_5457_length_1385_cov_5.472932,contigs.fasta_bin_35A
NODE_5458_length_1385_cov_3.915038,contigs.fasta_bin_45D
NODE_5459_length_1385_cov_3.533835,contigs.fasta_bin_54J
NODE_5460_length_1385_cov_3.396992,contigs.fasta_bin_43C
NODE_5461_length_1385_cov_3.373684,contigs.fasta_bin_43C
NODE_5462_length_1385_cov_2.641353,contigs.fasta_bin_57D
NODE_5463_length_1385_cov_1.676692,contigs.fasta_bin_68O
NODE_5464_length_1384_cov_3.640331,contigs.fasta_bin_43C
NODE_5465_length_1384_cov_2.733634,contigs.fasta_bin_54J
NODE_5466_length_1384_cov_2.637321,contigs.fasta_bin_54J
NODE_5467_length_1383_cov_3.534639,contigs.fasta_bin_43C
NODE_5468_length_1383_cov_3.504518,contigs.fasta_bin_43C
NODE_5469_length_1383_cov_3.415663,contigs.fasta_bin_54J
NODE_5470_length_1383_cov_3.256777,contigs.fasta_bin_57D
NODE_5471_length_1383_cov_2.007530,contigs.fasta_bin_57D
NODE_5472_length_1383_cov_1.605422,contigs.fasta_bin_5D
NODE_5473_length_1383_cov_1.187500,contigs.fasta_bin_60E
NODE_5474_length_1382_cov_4.703090,contigs.fasta_bin_41D
NODE_5475_length_1382_cov_3.024115,contigs.fasta_bin_43C
NODE_5476_length_1382_cov_2.605124,contigs.fasta_bin_60E
NODE_5477_length_1382_cov_1.932178,contigs.fasta_bin_20
NODE_5478_length_1382_cov_1.648832,contigs.fasta_bin_1A
NODE_5479_length_1381_cov_3.931373,contigs.fasta_bin_54J
NODE_5480_length_1381_cov_3.735294,contigs.fasta_bin_43C
NODE_5481_length_1381_cov_2.343137,contigs.fasta_bin_43C
NODE_5482_length_1380_cov_498.578113,contigs.fasta_bin_21A
NODE_5483_length_1380_cov_4.632453,contigs.fasta_bin_45D
NODE_5484_length_1380_cov_1.778113,contigs.fasta_bin_24D
NODE_5485_length_1380_cov_1.774340,contigs.fasta_bin_60E
NODE_5486_length_1379_cov_4.876133,contigs.fasta_bin_45D
NODE_5487_length_1379_cov_2.791541,contigs.fasta_bin_54J
NODE_5488_length_1379_cov_2.671450,contigs.fasta_bin_60E
NODE_5489_length_1378_cov_2.507181,contigs.fasta_bin_60E
NODE_5490_length_1378_cov_2.370370,contigs.fasta_bin_54J
NODE_5491_length_1378_cov_2.310658,contigs.fasta_bin_60E
NODE_5492_length_1378_cov_1.910809,contigs.fasta_bin_60E
NODE_5493_length_1377_cov_25.596823,contigs.fasta_bin_24D
NODE_5494_length_1377_cov_2.364599,contigs.fasta_bin_24D
NODE_5495_length_1377_cov_2.177005,contigs.fasta_bin_62K
NODE_5496_length_1376_cov_479.141559,contigs.fasta_bin_26D
NODE_5499_length_1375_cov_3.192424,contigs.fasta_bin_57D
NODE_5500_length_1375_cov_1.852273,contigs.fasta_bin_60E
NODE_5501_length_1374_cov_4.283548,contigs.fasta_bin_43C
NODE_5502_length_1374_cov_2.371494,contigs.fasta_bin_43C
NODE_5503_length_1373_cov_36.382398,contigs.fasta_bin_13.1.1.1.1.1
NODE_5504_length_1373_cov_2.298938,contigs.fasta_bin_57D
NODE_5505_length_1372_cov_2.071374,contigs.fasta_bin_68O
NODE_5506_length_1371_cov_7.067629,contigs.fasta_bin_41D
NODE_5507_length_1371_cov_3.304711,contigs.fasta_bin_43C
NODE_5508_length_1371_cov_2.996960,contigs.fasta_bin_45D
NODE_5509_length_1371_cov_1.939210,contigs.fasta_bin_5D
NODE_5510_length_1370_cov_2.263118,contigs.fasta_bin_24D
NODE_5511_length_1370_cov_2.086692,contigs.fasta_bin_57D
NODE_5512_length_1370_cov_1.854753,contigs.fasta_bin_62K
NODE_5513_length_1370_cov_1.739163,contigs.fasta_bin_60E
NODE_5514_length_1369_cov_5.089802,contigs.fasta_bin_45D
NODE_5515_length_1369_cov_4.154490,contigs.fasta_bin_54J
NODE_5516_length_1369_cov_3.110350,contigs.fasta_bin_43C
NODE_5517_length_1368_cov_73.923077,contigs.fasta_bin_17C
NODE_5518_length_1368_cov_7.932216,contigs.fasta_bin_32B
NODE_5519_length_1368_cov_2.968012,contigs.fasta_bin_68O
NODE_5520_length_1368_cov_2.638233,contigs.fasta_bin_54J
NODE_5521_length_1368_cov_1.990861,contigs.fasta_bin_41D
NODE_5522_length_1367_cov_6.185213,contigs.fasta_bin_42I
NODE_5523_length_1367_cov_4.989329,contigs.fasta_bin_45D
NODE_5524_length_1367_cov_2.186738,contigs.fasta_bin_60E
NODE_5526_length_1366_cov_3.466056,contigs.fasta_bin_57D
NODE_5527_length_1366_cov_2.384439,contigs.fasta_bin_24D
NODE_5528_length_1365_cov_2.769466,contigs.fasta_bin_43C
NODE_5529_length_1364_cov_457.114591,contigs.fasta_bin_26D
NODE_5530_length_1364_cov_4.007639,contigs.fasta_bin_50B
NODE_5531_length_1364_cov_3.103132,contigs.fasta_bin_43C
NODE_5532_length_1364_cov_2.667685,contigs.fasta_bin_60E
NODE_5533_length_1364_cov_2.632544,contigs.fasta_bin_60E
NODE_5534_length_1364_cov_2.407945,contigs.fasta_bin_60E
NODE_5535_length_1364_cov_1.444614,contigs.fasta_bin_62K
NODE_5537_length_1363_cov_44.225535,contigs.fasta_bin_12G
NODE_5538_length_1363_cov_4.775229,contigs.fasta_bin_30C
NODE_5539_length_1363_cov_2.032110,contigs.fasta_bin_62K
NODE_5540_length_1362_cov_2.364193,contigs.fasta_bin_56Q
NODE_5541_length_1361_cov_5.705207,contigs.fasta_bin_42I
NODE_5542_length_1361_cov_4.042113,contigs.fasta_bin_24D
NODE_5543_length_1361_cov_3.160796,contigs.fasta_bin_57D
NODE_5544_length_1361_cov_2.489280,contigs.fasta_bin_43C
NODE_5545_length_1361_cov_2.275651,contigs.fasta_bin_68O
NODE_5546_length_1360_cov_689.671264,contigs.fasta_bin_26D
NODE_5548_length_1360_cov_8.194636,contigs.fasta_bin_36L
NODE_5549_length_1360_cov_4.357088,contigs.fasta_bin_45D
NODE_5550_length_1360_cov_3.045977,contigs.fasta_bin_68O
NODE_5551_length_1360_cov_2.973180,contigs.fasta_bin_43C
NODE_5552_length_1360_cov_2.575479,contigs.fasta_bin_24D
NODE_5553_length_1360_cov_2.088889,contigs.fasta_bin_60E
NODE_5554_length_1359_cov_4.348160,contigs.fasta_bin_35A
NODE_5556_length_1359_cov_1.766871,contigs.fasta_bin_57D
NODE_5557_length_1358_cov_3.412893,contigs.fasta_bin_56Q
NODE_5558_length_1358_cov_1.590177,contigs.fasta_bin_62K
NODE_5559_length_1357_cov_4.748080,contigs.fasta_bin_50B
NODE_5560_length_1357_cov_2.761137,contigs.fasta_bin_57D
NODE_5561_length_1357_cov_2.750384,contigs.fasta_bin_57D
NODE_5562_length_1357_cov_2.393241,contigs.fasta_bin_62K
NODE_5563_length_1357_cov_2.016129,contigs.fasta_bin_43C
NODE_5564_length_1356_cov_506.342045,contigs.fasta_bin_26D
NODE_5565_length_1356_cov_5.786318,contigs.fasta_bin_42I
NODE_5566_length_1356_cov_4.238278,contigs.fasta_bin_45D
NODE_5567_length_1356_cov_2.784012,contigs.fasta_bin_20
NODE_5568_length_1356_cov_2.229823,contigs.fasta_bin_20
NODE_5569_length_1356_cov_1.455035,contigs.fasta_bin_62K
NODE_5570_length_1356_cov_1.436587,contigs.fasta_bin_60E
NODE_5571_length_1356_cov_1.421214,contigs.fasta_bin_60E
NODE_5572_length_1355_cov_3.216923,contigs.fasta_bin_68O
NODE_5573_length_1355_cov_2.436154,contigs.fasta_bin_54J
NODE_5574_length_1355_cov_2.350769,contigs.fasta_bin_62K
NODE_5575_length_1355_cov_1.706154,contigs.fasta_bin_68O
NODE_5576_length_1354_cov_2.964588,contigs.fasta_bin_60E
NODE_5577_length_1352_cov_2.851195,contigs.fasta_bin_57D
NODE_5578_length_1352_cov_2.741712,contigs.fasta_bin_57D
NODE_5579_length_1352_cov_1.881264,contigs.fasta_bin_54J
NODE_5580_length_1351_cov_2.784722,contigs.fasta_bin_57D
NODE_5581_length_1351_cov_2.726080,contigs.fasta_bin_60E
NODE_5582_length_1351_cov_2.479167,contigs.fasta_bin_57D
NODE_5583_length_1351_cov_2.427469,contigs.fasta_bin_60E
NODE_5584_length_1351_cov_2.223765,contigs.fasta_bin_24D
NODE_5585_length_1351_cov_1.671296,contigs.fasta_bin_62K
NODE_5586_length_1350_cov_484.610811,contigs.fasta_bin_26D
NODE_5587_length_1350_cov_2.823938,contigs.fasta_bin_43C
NODE_5588_length_1350_cov_2.784556,contigs.fasta_bin_57D
NODE_5589_length_1350_cov_2.365251,contigs.fasta_bin_68O
NODE_5590_length_1349_cov_410.048686,contigs.fasta_bin_26D
NODE_5591_length_1349_cov_1.756569,contigs.fasta_bin_68O
NODE_5592_length_1347_cov_3.451238,contigs.fasta_bin_21A
NODE_5593_length_1347_cov_2.592105,contigs.fasta_bin_43C
NODE_5594_length_1347_cov_2.079721,contigs.fasta_bin_68O
NODE_5595_length_1347_cov_1.945820,contigs.fasta_bin_5D
NODE_5596_length_1346_cov_2.941131,contigs.fasta_bin_24D
NODE_5597_length_1346_cov_2.939582,contigs.fasta_bin_54J
NODE_5598_length_1346_cov_2.358637,contigs.fasta_bin_20
NODE_5599_length_1346_cov_2.331526,contigs.fasta_bin_24D
NODE_5600_length_1346_cov_1.859024,contigs.fasta_bin_60E
NODE_5601_length_1345_cov_6.168217,contigs.fasta_bin_41D
NODE_5602_length_1345_cov_4.589922,contigs.fasta_bin_24D
NODE_5603_length_1345_cov_4.240310,contigs.fasta_bin_20
NODE_5604_length_1345_cov_4.202326,contigs.fasta_bin_50B
NODE_5605_length_1345_cov_2.591473,contigs.fasta_bin_57D
NODE_5606_length_1345_cov_2.472093,contigs.fasta_bin_62K
NODE_5607_length_1345_cov_2.447287,contigs.fasta_bin_54J
NODE_5608_length_1345_cov_2.368217,contigs.fasta_bin_43C
NODE_5610_length_1344_cov_3.495733,contigs.fasta_bin_54J
NODE_5611_length_1344_cov_2.774244,contigs.fasta_bin_20
NODE_5612_length_1344_cov_2.653995,contigs.fasta_bin_57D
NODE_5613_length_1344_cov_2.506594,contigs.fasta_bin_54J
NODE_5614_length_1344_cov_2.436773,contigs.fasta_bin_54J
NODE_5615_length_1344_cov_1.866563,contigs.fasta_bin_60E
NODE_5616_length_1344_cov_1.653220,contigs.fasta_bin_68O
NODE_5617_length_1343_cov_3.257764,contigs.fasta_bin_56Q
NODE_5618_length_1343_cov_3.120342,contigs.fasta_bin_56Q
NODE_5619_length_1343_cov_2.241460,contigs.fasta_bin_57D
NODE_5620_length_1343_cov_2.208851,contigs.fasta_bin_68O
NODE_5621_length_1343_cov_1.950311,contigs.fasta_bin_57D
NODE_5623_length_1342_cov_2.725719,contigs.fasta_bin_68O
NODE_5624_length_1342_cov_1.844600,contigs.fasta_bin_68O
NODE_5625_length_1342_cov_1.824398,contigs.fasta_bin_68O
NODE_5626_length_1342_cov_1.710179,contigs.fasta_bin_43C
NODE_5627_length_1341_cov_3.948678,contigs.fasta_bin_43C
NODE_5628_length_1341_cov_3.596423,contigs.fasta_bin_45D
NODE_5629_length_1341_cov_2.937792,contigs.fasta_bin_57D
NODE_5630_length_1341_cov_2.899689,contigs.fasta_bin_62K
NODE_5631_length_1341_cov_2.678849,contigs.fasta_bin_62K
NODE_5632_length_1341_cov_2.622084,contigs.fasta_bin_43C
NODE_5633_length_1341_cov_2.290824,contigs.fasta_bin_54J
NODE_5634_length_1341_cov_2.241835,contigs.fasta_bin_56Q
NODE_5635_length_1341_cov_2.175739,contigs.fasta_bin_43C
NODE_5636_length_1340_cov_7.214008,contigs.fasta_bin_28B
NODE_5637_length_1340_cov_5.514397,contigs.fasta_bin_50B
NODE_5638_length_1340_cov_3.684047,contigs.fasta_bin_45D
NODE_5639_length_1340_cov_2.435019,contigs.fasta_bin_68O
NODE_5640_length_1340_cov_2.136965,contigs.fasta_bin_62K
NODE_5641_length_1339_cov_3.062305,contigs.fasta_bin_57D
NODE_5642_length_1339_cov_2.902648,contigs.fasta_bin_60E
NODE_5643_length_1339_cov_2.562305,contigs.fasta_bin_43C
NODE_5644_length_1338_cov_3.083398,contigs.fasta_bin_68O
NODE_5645_length_1338_cov_2.823071,contigs.fasta_bin_43C
NODE_5646_length_1338_cov_2.431021,contigs.fasta_bin_20
NODE_5647_length_1338_cov_2.035074,contigs.fasta_bin_60E
NODE_5648_length_1337_cov_7.631045,contigs.fasta_bin_41D
NODE_5649_length_1337_cov_4.754290,contigs.fasta_bin_57D
NODE_5650_length_1337_cov_2.377535,contigs.fasta_bin_41D
NODE_5651_length_1337_cov_1.870515,contigs.fasta_bin_60E
NODE_5652_length_1337_cov_1.779251,contigs.fasta_bin_62K
NODE_5653_length_1336_cov_2.781421,contigs.fasta_bin_24D
NODE_5654_length_1336_cov_2.717408,contigs.fasta_bin_20
NODE_5655_length_1336_cov_2.059329,contigs.fasta_bin_54J
NODE_5656_length_1336_cov_1.846995,contigs.fasta_bin_1A
NODE_5657_length_1335_cov_5.914844,contigs.fasta_bin_41D
NODE_5658_length_1335_cov_3.096875,contigs.fasta_bin_60E
NODE_5659_length_1335_cov_2.959375,contigs.fasta_bin_57D
NODE_5660_length_1335_cov_1.978125,contigs.fasta_bin_1A
NODE_5661_length_1335_cov_1.899219,contigs.fasta_bin_54J
NODE_5662_length_1334_cov_3.631744,contigs.fasta_bin_60E
NODE_5663_length_1334_cov_2.945270,contigs.fasta_bin_43C
NODE_5664_length_1334_cov_2.819390,contigs.fasta_bin_43C
NODE_5665_length_1334_cov_2.602033,contigs.fasta_bin_24D
NODE_5666_length_1334_cov_2.368256,contigs.fasta_bin_57D
NODE_5667_length_1333_cov_3.459311,contigs.fasta_bin_60E
NODE_5668_length_1333_cov_2.514085,contigs.fasta_bin_54J
NODE_5669_length_1333_cov_1.541471,contigs.fasta_bin_57D
NODE_5671_length_1332_cov_2.807361,contigs.fasta_bin_57D
NODE_5672_length_1332_cov_2.607674,contigs.fasta_bin_60E
NODE_5673_length_1332_cov_2.111198,contigs.fasta_bin_60E
NODE_5674_length_1332_cov_2.009397,contigs.fasta_bin_60E
NODE_5675_length_1332_cov_1.817541,contigs.fasta_bin_24D
NODE_5676_length_1331_cov_2.499216,contigs.fasta_bin_57D
NODE_5677_length_1331_cov_2.024295,contigs.fasta_bin_60E
NODE_5678_length_1331_cov_1.538401,contigs.fasta_bin_62K
NODE_5679_length_1330_cov_76.081569,contigs.fasta_bin_17C
NODE_5681_length_1330_cov_2.872941,contigs.fasta_bin_57D
NODE_5682_length_1330_cov_2.592941,contigs.fasta_bin_43C
NODE_5683_length_1330_cov_2.253333,contigs.fasta_bin_60E
NODE_5684_length_1330_cov_1.948235,contigs.fasta_bin_62K
NODE_5685_length_1329_cov_4.574568,contigs.fasta_bin_54J
NODE_5686_length_1329_cov_3.197017,contigs.fasta_bin_43C
NODE_5687_length_1329_cov_2.752747,contigs.fasta_bin_20
NODE_5688_length_1329_cov_2.598901,contigs.fasta_bin_42I
NODE_5689_length_1329_cov_1.947410,contigs.fasta_bin_1A
NODE_5690_length_1329_cov_1.503140,contigs.fasta_bin_62K
NODE_5691_length_1328_cov_4.949725,contigs.fasta_bin_57D
NODE_5692_length_1328_cov_2.868028,contigs.fasta_bin_68O
NODE_5693_length_1328_cov_2.619796,contigs.fasta_bin_68O
NODE_5694_length_1328_cov_2.571092,contigs.fasta_bin_57D
NODE_5695_length_1328_cov_2.450903,contigs.fasta_bin_60E
NODE_5697_length_1327_cov_2.340409,contigs.fasta_bin_55C
NODE_5698_length_1327_cov_2.296384,contigs.fasta_bin_60E
NODE_5699_length_1327_cov_1.946541,contigs.fasta_bin_60E
NODE_5700_length_1326_cov_4.341463,contigs.fasta_bin_68O
NODE_5701_length_1326_cov_3.018096,contigs.fasta_bin_60E
NODE_5702_length_1326_cov_2.271440,contigs.fasta_bin_68O
NODE_5703_length_1326_cov_2.055075,contigs.fasta_bin_24D
NODE_5704_length_1326_cov_1.653029,contigs.fasta_bin_62K
NODE_5705_length_1325_cov_2.713386,contigs.fasta_bin_24D
NODE_5706_length_1325_cov_2.448031,contigs.fasta_bin_60E
NODE_5707_length_1325_cov_2.127559,contigs.fasta_bin_20
NODE_5708_length_1324_cov_3.500394,contigs.fasta_bin_24D
